"id","code","name"
"161",199165,"Vegan protein"
"162",200466,"pure whey protein"
"163",200529,"Pure whey protein"
"164",200534,"Pure whey protein"
"165",201480,"Bulk proteine"
"166",202545,"Vegan protein"
"167",203073,"Vegan protein powder"
"168",212662,"Pre-workout advanced"
"169",2211092508,"nodini"
"170",23689,"Gocce fondente extra"
"171",2399220601,"Alta crema nocciola"
"172",2420258627,"Petto di pollo"
"173",26,"Elisir reale"
"174",28608,"COCOA RICE"
"175",3024006157,"Fettina per involtini"
"176",31004,"Gel all'acido silicico"
"177",31370,"Gel acido silicico"
"178",3469156561,"Patate"
"179",398,"Patè di Melanzane"
"180",409,"Ingwer Wurzel"
"181",410010315,"Salame Filzetta Pernigorri"
"182",41511,"Lasagne de boeuf"
"183",420,"Tramezzino"
"184",466,"Wellness Noci sgusciate"
"185",5750153693,"Fortunelli dark"
"186",576606001,"Latte uht"
"187",62242,"Oatflour"
"188",7172668618,"Edamer"
"189",75305,"Nocciole e cacao"
"190",80011295040018672,"Spaghetti"
"191",8034003356,"Biscottone"
"192",8044441032,"Burger vegetali Green cuisine"
"193",8050540118,"Citterio taglio fresco petto di pollo al forno"
"194",80537708015095520,"Robiola"
"195",8590010850,"Burger vegetali ai funghi"
"196",87105022100010112,"Veggy good"
"197",8996001667,"Lentils / Lenticchie"
"198",90001,"Caffe"
"199",9107231867,"Cacao caramello salato crema proteica"
"200",9674998,"vicks flu action"
"201",9800521289,"Kinder love"
"202",1000089,"Crema di Latte"
"203",1003015004,"Point Regale crema"
"204",1010031017,"ponti"
"205",1011001002,"Aloe Vera Defender"
"206",1011001003,"Succo e polpa Aloe Vera"
"207",1011001004,"Aloe Vera con Pina colada"
"208",1011001005,"Succo e polpa di Aloe vera"
"209",1011001006,"Aloe vera"
"210",1011002001,"Te drenante 50g"
"211",1011002004,"SHAKE MIX Vanille LYMPHAVIT"
"212",1011002005,"Sostitutivo pasto"
"213",1011002006,"Shake gusto crema e biscotto"
"214",1011002009,"Garcivit"
"215",1011002010,"A Proteinvit"
"216",1011002011,"Fibravit"
"217",1011012001,"Bevanda depurativa"
"218",1011013002,"Immunovit"
"219",1015001001,"Amaretti morbidi mandorla e pistacchio"
"220",1015002001,"Kontrovoglia farcito albicocca"
"221",1015003001,"Cantucci alla mandorla"
"222",1015005002,"Crema spalmabile al pistacchio"
"223",10202101696,"salame piccante"
"224",10253493528,"Uova a Terra n15"
"225",103937,"mais dolce cotto a vapore"
"226",1040418345,"Il biscotto dei bambini"
"227",10447183952,"biodramina"
"228",104,"Passione fruit"
"229",105446,"Salsa di pomodoro datterino"
"230",105743,"Spaghetti Martelli"
"231",105945,"Frollini con riso e latte"
"232",10620200162,"Aloo Puri"
"233",10620200179,"Vegetable Singara"
"234",110563,"Cappuccino solubile"
"235",11110014429,"Traditional medium salsa"
"236",11110085757,"Baked pea puffs"
"237",11110085771,"Baked pea puffs cheezy"
"238",111,"Vegan plus"
"239",1120790927,"Coop fusilli 64"
"240",11359650815,"Black Beans whole"
"241",113809,"Passito"
"242",11402176,"aspi gola"
"243",13000535014,"BBQ Sauce"
"244",1317838,"Lardo di colonnata"
"245",13409516706,"Honey barbecue sauce"
"246",13600000721,"Zucchero"
"247",13600000738,"Truvía il dolcificante dalla foglia di stevia"
"248",13800188311,"Baked white mac & cheese"
"249",139805,"farina poco raffinata per pizza"
"250",1407,"Cacao in polvere biologico"
"251",143,"Vegan mix - zuppa toscana"
"252",144889,"Cicciolato fondente"
"253",145,"MK Gold Bread Mix"
"254",15198662,"digerent polifarma"
"255",16229006549,"Bamboo shoot"
"256",16229907525,"Germogli di soia"
"257",16229912185,"Rice stick, noodle di riso thailandesi"
"258",16229912208,"Rice Paper"
"259",16229925246,"Coconut milk drink"
"260",16500530824,"Flintstone Gummies"
"261",172,"Aloe Pesca"
"262",17456258,"drospil"
"263",17800104777,"Olaokun"
"264",17869005770,"Aceto balsamico di Modena"
"265",1790442065,"Mila Yogurt da bere Fragola"
"266",180100001223906624,"Salame cotto"
"267",18084922002,"Noccioleinter"
"268",1932,"Electrolyte Complex"
"269",194143,"Vegan affettato"
"270",219,"Cordy-C"
"271",22107031411,"Cocco & Pistacchi"
"272",22107231866,"Crema cacao e nocciole"
"273",22172004433,"Riso ribe paraboiled"
"274",222365,"Crema alle nocciole"
"275",22392573405,"Sauteed shrimp paste"
"276",224,"Plus crema biscotto"
"277",225,"Plus crema e biscotto"
"278",227377,"Deliciously Free Form"
"279",230,"Greens"
"280",23290610216,"Pan pistacchio"
"281",2330001322,"Triangolo senza glutine mais equilibrio Esselunga"
"282",24000000099,"La Classica Passata Finissima"
"283",24000009917,"La Rustica"
"284",24000074342,"Fagioli rossi"
"285",24000101062,"Succo pompelmo"
"286",24000101185,"basilico"
"287",24000101192,"Arrabiata"
"288",24000101536,"Fagioli borlotti lessati"
"289",24000101543,"Fagioli Bianchi di Spagna"
"290",24000101642,"Piselli"
"291",24000101727,"Arancia nettare"
"292",24000101734,"peach-pêche"
"293",24000103363,"Succo di lime"
"294",24000103400,"Succo di limone"
"295",24000103424,"Succo di limone"
"296",24000103554,"Ace rosso"
"297",24000104308,"mix di 3 frutti in succo"
"298",24000104636,"Succo mirtillo bio"
"299",24000104988,"Maionese"
"300",24000105015,"Ketchup"
"301",24000106784,"Succo ananas bergamotto aloe vera"
"302",24000106791,"Succo"
"303",24000106807,"Limone Mela Zenzero"
"304",24000106845,"Frutti rossi ibisco"
"305",24000106852,"lemon apple ginger"
"306",24000106869,"Lenin Apple Ginger"
"307",24000107118,"Mezze pere"
"308",24000109211,"Fagioli Borlotti"
"309",24000109228,"Ceci pronti"
"310",24000109235,"Cannellini"
"311",24000109242,"Lenticchie pronti l"
"312",24000110217,"Pineapple Crush (juice)"
"313",24000146094,"Tuttapolpa"
"314",24000150817,"Fruit cocktail"
"315",24000155454,"Passa finissima"
"316",24000160113,"Pezzi di ananas con sciroppo aromatizzato al limone "
"317",24000160304,"Mais dolce in grani"
"318",24000160373,"Fagioli borlotti lessati"
"319",24000160380,"Fagioli bianchi di Spagna"
"320",24000160397,"Ceci"
"321",24000160403,"Piselli medi"
"322",24000160656,"Ananas a fette"
"323",24000160847,"Ragù con Salsiccia"
"324",24000180883,"Arancia"
"325",24000180890,"arancia rossa"
"326",24000180906,"Succo ace"
"327",24000180920,"Ananas"
"328",24000181026,"Arancia rossa"
"329",24000181033,"Succo pompelmo"
"330",24000181064,"Mirtillo"
"331",24000181095,"Succo di frutta alla pera"
"332",24000181804,"Ceci Lessati"
"333",24000181842,"Fagioli cannellini"
"334",24000181903,"Lenticchie lessate"
"335",24000220541,"Polpafine"
"336",24000253945,"Organic valley diced tomatoes"
"337",24000306399,"Pomodori pelati"
"338",24094001613,"squared spaghetti 413"
"339",254250,"yoga optimum pera"
"340",270304,"Mini cotolette di pollo alla milanese"
"341",27377666,"gaviston"
"342",273,"Pasta Proteica"
"343",274,"Protine"
"344",279,"Choco break"
"345",28178207038,"Carote"
"346",28190009627,"Big Chheez Ultimate Cheddar"
"347",28400025393,"Kettle cooked"
"348",28400097109,"Potato kettle cooked"
"349",28400659796,"Blue corn"
"350",291187,"Haribo Cono gelato"
"351",306,"Crockis"
"352",310,"Olivox"
"353",31122231652,"Nama crema di mandorle siciliane"
"354",31122232383,"Crema al pistacchio"
"355",3170052178,"Tonno all'olio di oliva Conad"
"356",3170410121,"dolce decoro"
"357",317506,"Wurstel Meraner"
"358",31784004274,"Biscotti tradizionali danesi"
"359",31851007016,"popping topping"
"360",319461,"Perfetto Moka"
"361",31961054177,"Fully Cooked Old Fashioned FrankFurters"
"362",327480,"Pathos"
"363",32894020505,"Foul Medamas (Fava)"
"364",33053257428,"Carne di bovino"
"365",331,"Start- sport eleven"
"366",33255082606,"Confettura extra Papaya"
"367",33255243816,"Sfoglia classica"
"368",33674102954,"probiotics"
"369",382403,"Chocolate Cornflake Clusters"
"370",399999,"Cetriolini"
"371",400039,"Gran cru di cioccolato al latte"
"372",400060,"Cioccolato"
"373",400091,"Cioccolato fondente al sale rosa dell'Himalaya"
"374",4015008001,"Verso natura bio"
"375",40155021420,"Rigatini"
"376",401746,"Chill lemon"
"377",40450024133,"Saikebon Yakisoba Pollo"
"378",4094030380355152,"Tonno all'olio d'oliva"
"379",41081,"Crema al cacao con nocciole"
"380",41100895448,"confettura extra frutti di bosco"
"381",41190710751,"Noci Pecan con miele"
"382",41220608546,"Pasta"
"383",41220772612,"Organic italian soda Baobab Hibiscus"
"384",41222002397,"Nocciole"
"385",41364085364,"Sour punch bites spicy"
"386",41409900126,"La mousse Passata di mela e prugna"
"387",41415373808,"Publix"
"388",41420021077,"Strawberry kiwi"
"389",41420021503,"Mango Guava"
"390",41449002187,"Spiced apple cider"
"391",41490600677,"riso nero integrale"
"392",41490927095,"Semi di lino"
"393",440493,"Sparkling elderflower pressé"
"394",44111557695,"Sprite lattina 33"
"395",444312,"Fagolosi"
"396",44712465535,"Tè Verde"
"397",447425,"Yogurt alla fragola"
"398",448550,"Protein powder"
"399",449229,"Stinco alla birra"
"400",45000125513,"Whole wheat"
"401",454643,"All butter fudge"
"402",45496420611,"Miaincraft"
"403",45496452629,"Yomo"
"404",45566167637,"Pizza"
"405",464055,"9 Chocolate & vanilla cupcakes"
"406",46457305602,"Cheddar cheese seasoning"
"407",49800193369,"Chocolate chip"
"408",52482004580630200,"Grana padano"
"409",525176,"Muffin cacao  la dolce"
"410",52742024745,"Crocchetye per cani"
"411",52742025216,"Perfect weight"
"412",52742035970,"Cibo per gatti"
"413",52742211008,"Scienze plan"
"414",52742945408,"Weight reduction"
"415",527832,"gran cereale"
"416",530453,"Merlot"
"417",53564991239,"Fior di latte"
"418",537911,"Panettone"
"419",53851012975,"Ohio Buckeyes"
"420",54529004216,"Mixed fruit jelly crystals"
"421",54529013041,"Pineapple jelly"
"422",54529401022,"fried vermicelli"
"423",54529505836,"Green Chilli Sauce"
"424",54529511462,"Soy sauce"
"425",54881001151,"ENGLISH BREAKFAST TEA"
"426",54881003179,"Jasmine romance geen tea"
"427",54881017855,"Chai spice"
"428",54881018302,"Mango e lychee"
"429",54881020350,"Slim"
"430",54881020374,"Tisana digestiva"
"431",55007280238,"Multicentrum cuore mente & vista"
"432",551953,"frullato di pesca"
"433",55475008181209360,"Grana padano dop riserva"
"434",55526201875,"Sciroppo puro di acero intenso"
"435",557915,"Farfalline all’uovo"
"436",560007,"Gocce di cioccolato"
"437",562133,"Fior di latte"
"438",562911,"Fichi moscioni"
"439",56739051714,"Polenta taragna"
"440",56768191627,"Mini gatto`mozzarella e spinaci"
"441",56769052026,"Risotto Radicchio Rosso e Asiago"
"442",56769052293,"I pizzoccheri"
"443",56769052514,"Frico"
"444",56769052538,"Spätzle panna e speck"
"445",56769092749,"Panpizzette"
"446",56769151767,"Cous cous di verdure"
"447",56769153341,"Focaccia rustica melanzane, peperoni e provola"
"448",56769156663,"Cestini di patate"
"449",56769157752,"Cestini di fondi di carciofo ripieni"
"450",56769171833,"Gnocchi ripieni"
"451",56769191718,"Zuppa di cipolle"
"452",56769191893,"Focaccia rustica ricotta e spinaci"
"453",56769191909,"Insalata di cereali integrali"
"454",56769192272,"Torta crumble alle lenticchie"
"455",56903107001,"Miele"
"456",57490067495,"Coz"
"457",57869931655,"Cremosa di Pistacchi 100%"
"458",582780,"Mousse proteica"
"459",5850113025,"Nostromo Prima Scelta"
"460",586001705123001472,"Pechuga de pavo"
"461",58713056517,"Patate a bastoncinoextra da forno"
"462",58714156629,"Patate ziggy"
"463",58766056892,"Patatine microonde"
"464",58769056615,"Patate ziggy"
"465",58769056837,"patatine"
"466",58769056899,"Patatine Microonde"
"467",58769156629,"Patate Ziggy"
"468",58773056694,"Rostini Caserecci"
"469",58773056731,"Rostini casarecci con speck"
"470",591881,"Toma al tartufo"
"471",59527172172,"Dark Chocolate Cherry"
"472",59527752084,"Organic fruit & nut bar"
"473",600576,"Salmone Scozzese"
"474",60339153495,"Sformato di crespelle"
"475",60339154447,"Sformato di crespelle"
"476",60340240719,"Crema Bel Paese"
"477",603560,"Fiocchi di riso con grano e orzo integrali"
"478",60369051600,"Ragu alla  bolognese"
"479",60369054571,"Baccala alla vicentina"
"480",60369151546,"Sugo alla Norma"
"481",60389171654,"Melanzane alla parmigiana - Risto piatti"
"482",60390171704,"Sformato di crespelle alla zucca con &quot;Asiago DOP&quot;"
"483",60404,"Filetti di alici"
"484",60820110075,"Tic tac"
"485",60886210542,"Rocky Point"
"486",60886600183,"Astice Americano cotto"
"487",60972293596,"Gallette di Mais Marano"
"488",615228,"soyachunks - cubetti di soia"
"489",62136921048,"Torrone Festa"
"490",623483,"Fagioli bianchi di Spagna"
"491",70177011659,"Lemon scented tea"
"492",70177017408,"Earl grey tea"
"493",70177017415,"Breakfast Tea"
"494",70177050498,"Lemon second tea"
"495",70177071585,"Selezione di pregiati te"
"496",70177086671,"Lady Grey Tea"
"497",70177086923,"Pure green tea"
"498",70177100360,"The"
"499",70177100377,"Tisana"
"500",70177100384,"Tisane"
"501",70177119126,"Colection erbe"
"502",70177119133,"Twinings 5X5 Gymlcs s Gygytea / Lila /"
"503",70177133382,"Pu-erh Tea"
"504",70177140038,"Tè nero aromatizzato albicocca e miele"
"505",70177140083,"Tè nero aromatizzato Menta e Lime"
"506",70177142001,"agrumance tea"
"507",70177142131,"INTENSE PREMIUM TEA"
"508",70177142261,"Tè verde"
"509",70177145095,"Tè Twinings African Tunda"
"510",70177145101,"Twinings of london voyage  brazilian baia"
"511",70177170127,"English breakfast"
"512",70177170493,"Tè nero aromatizzato cannella e arancia"
"513",70177170547,"tè nero aromatizzato frutti rossi"
"514",70177170554,"Te Nero aromatizzato Vaniglia"
"515",70177170561,"Te nero aromatizzato alla pesca"
"516",70177171025,"Christmas Tea"
"517",70177172800,"DeTea classic deteinato"
"518",70177172824,"TWININGS"
"519",70177174453,"Te’ verde aromatizzato zenzero e lemongrass"
"520",70177174767,"Camomille collection"
"521",70177174774,"Classic tea"
"522",70177174781,"Té neri aromatizzati- Collection"
"523",70177176075,"Prince of Wales tea"
"524",70177176082,"Tè verde aromatizzato arancia"
"525",70177176099,"Tè verde e Bergamotto"
"526",70177177454,"Infuso aromatizzato"
"527",70177177485,"Infuso aromatizzato finocchio menta e liquirizia"
"528",70177177492,"Infuso Lemon Twist"
"529",70177177522,"Infuso aromatizzato ciliegia e cannella"
"530",70177177546,"infuso aromatizzato"
"531",70177177553,"Camomilla"
"532",70177177560,"Camomilla aromatizzata miele vaniglia"
"533",70177177577,"Finocchio dolce"
"534",70177177614,"Infuso"
"535",70177177652,"Infuso aromatizzato zenzero e lime"
"536",70177178390,"Twinings English Breakfast"
"537",70177178406,"Golden earl grey tea"
"538",70177178413,"Zesty Lemon Scented Tea"
"539",70177178420,"Tè verde Sencha"
"540",70177178475,"Tè twinings"
"541",70177178482,"Earl grey tea"
"542",70177182212,"Twings of london"
"543",70177182625,"Tè al limone"
"544",70177182977,"Agrumance Tea"
"545",70177195625,"Pure of green tea"
"546",70177195984,"detea classic deteinato"
"547",70177199852,"English Breakfast Tea"
"548",70177199869,"Lemon scented tea"
"549",70177225360,"Green Teas Collections"
"550",70177225759,"Te’ nero aromatizzato Zenzero e Agrumi"
"551",70177225766,"Te nero  aromatizzato zenzero a agrumi"
"552",70177225902,"Infuso aromatizzato curcuma e arancia"
"553",70177226039,"Te verde con zenzero"
"554",70177226541,"Moriga"
"555",70177226756,"Tè e infusi aromatizzati zenzero collection"
"556",70177226848,"Tè verde aromatizzato Moringa e Litchi"
"557",70177226855,"Tè verde aromatizzato moringa e litchi"
"558",70177227098,"Cold infuse for water bottles"
"559",70177228521,"The nero cocco e frutto della passione"
"560",70177228538,"Super Good"
"561",70177228545,"Twinings of london supergood"
"562",70177228552,"Supergood lampone e frutto della passione"
"563",70177228583,"Tè verde e lemongrass aromatizzati mango e pesca"
"564",70177228590,"SuperGood"
"565",70177228613,"Tè e infusi aromatizzati"
"566",70177229474,"In'fuse a freddo"
"567",70177229481,"Infuse a freddo"
"568",70177229498,"infuso a freddo"
"569",70177230104,"Benessere Tonicita’"
"570",70177233044,"Lemon Green Tea"
"571",70177271657,"Iced tea al limone"
"572",70200812345,"DIJON HONEY MUSTARD"
"573",70210927,"Gutron"
"574",70627008017,"Yogurt da bere"
"575",70827018205,"Monster Energy ultra blue"
"576",70847810902,"Monster Energy Mixxd old 028"
"577",70847812968,"Monster Energy Heavy Metal 32oz 018"
"578",70896115416,"Fiorii"
"579",70896601773,"Icing colors"
"580",70920475288,"Dark chocolate"
"581",71007195273,"chicken fajitas burrito"
"582",71018010244,"Peanut butter"
"583",71157423745,"HONEY roasted"
"584",71421223101,"Cheeseburger"
"585",71567997591,"Jelly belly"
"586",71570010041,"Jelly belly bubble gum"
"587",71570010102,"Kelly Belly"
"588",71570014025,"Jelly Belly American Classics"
"589",71570017057,"Butterbeer Bar"
"590",71570017163,"Butterbeer chewy candy"
"591",71672243170,"Green Tea Matcha Smoothie Mix"
"592",73541808466,"Prosciutto"
"593",73563003276,"Giant Gingerbread Pal"
"594",73563016719,"Gingerbread Mini House Kit"
"595",73575295355,"Aceto Sushi"
"596",74601015398,"Chuka soba"
"597",74761005475,"Barrette al cioccolato"
"598",74939153335,"Polentine con “taleggio dop”"
"599",74969051694,"Mozzarelle in carrozza"
"600",75130306841,"Original syrup"
"601",75134078966,"Original liquorice"
"602",75747340016,"castagne secche"
"603",759038,"Limoncello"
"604",77330343152,"Danish butter cookies"
"605",77330343749,"Biscotti danesi al burro"
"606",77330346351,"Biscotti danesi alburro"
"607",77330346603,"Royal Favourites"
"608",77330346993,"Biscotti danesi"
"609",77890504765,"Amore Rigatini"
"610",77924036538,"Carbone"
"611",78000302868,"Venom energy low-carb"
"612",78033020050,"crema di limone"
"613",79763111339,"Yu-meng noodles"
"614",79893158990,"Pita chips"
"615",79939050011,"I grandi classici noce"
"616",79939050059,"I grandi classici"
"617",79939090079,"“I grandi classici” Malaga"
"618",79939170054,"Creamy Panna mandorla"
"619",79939170061,"Cream panna pistacchio"
"620",79969151481,"Coppetta vaniglia fragola"
"621",80441002030,"Monocultivar Nocellara BIO MONINI"
"622",80485500165,"Linguine 16"
"623",80485535051,"Palandri"
"624",80485555417,"Fusillini"
"625",80494705339,"Crisp bar"
"626",80686976011,"Roku Gin"
"627",80687505647,"Green banana baking flour"
"628",808017,"Mela Mango Passionfuit"
"629",809504,"skin care"
"630",811866,"7 Super Seeds"
"631",81652085621,"scappellati allo sburro"
"632",81669154136,"Mini cordon blue"
"633",821155,"vanetta"
"634",821740,"Cerealissimo biscotti biologici"
"635",82185007913,"Mozzarella senza Lattosio"
"636",82308022267,"Vino"
"637",827515,"Low carb bar 3.0"
"638",82757200018,"ippo gippo"
"639",828103,"Biscozero"
"640",828256,"Sostitutivo pasto"
"641",828659,"Gazzosa"
"642",82866154790,"Cozze gratinate"
"643",82869055940,"Arrosticini di totano"
"644",82869155558,"Merluzzo d Alaska gratin"
"645",82870155998,"Spiedini merluzzo e zucchine"
"646",82873055943,"Arrosticini di Totano"
"647",82890054455,"Misto scoglio"
"648",82896780402,"Bonterra"
"649",83003020329,"Caffè"
"650",83480121519,"Ciobar Gusto Fondente"
"651",83783675054,"Birra IPA"
"652",84279977638,"Moscato d’Asti"
"653",84909000354,"Rice paper"
"654",84909000361,"Banh trang"
"655",84909000668,"Riso Stick"
"656",84909003997,"Tapioca starch"
"657",84909005939,"Tamarind"
"658",84909006325,"rice paper bánhtráng"
"659",84909012449,"Tapioca Pearl - Perle di Tapioca"
"660",84909024152,"Chantaboon Rice Stick"
"661",84909025524,"Pad thai sauce"
"662",88266074560,"latte e cioccolato"
"663",885089,"Crema spalmabile nocciole"
"664",896511,"Fusilli"
"665",9004810167,"Brodo vegetale"
"666",90125918298,"Proteine"
"667",90125918304,"100% Iso whey pro"
"668",90125918618,"Farina D’Avena Naturale"
"669",90125918649,"Fraina D’Avena"
"670",90125918694,"Protella"
"671",90125918700,"protella"
"672",90125918915,"Peanut butter"
"673",90452502481,"Roasted  grilles"
"674",90478001746,"Natural flavor soda Mandarin"
"675",90478001784,"Guava Natural Flavor Soda"
"676",90478001807,"Jarritos Mango"
"677",90478001883,"Mexican Cola"
"678",90700003555,"Rhodiola rosea"
"679",90939125004,"Flavacol"
"680",94922108548,"Maria Adornetto seasoning"
"681",94922179586,"Vino Dan donatino"
"682",95056772629,"70 Dark chocolate bar"
"683",950954,"Nocciole Piemonte IGP"
"684",9550007264,"Cruscarelli"
"685",96572334155,"Espresso crema"
"686",96871669,"tachipirina 1000"
"687",97038050763,"Mix di coni deluxe"
"688",97039050014,"I Grandi Classici Noce"
"689",97039050052,"Gelato vaniglia Bourbon"
"690",97039090072,"I Grandi Classici Malaga"
"691",97039090089,"I grandi classici"
"692",97069050879,"Cono panna"
"693",97069050992,"cornetti"
"694",97069059490,"Sorbetto drink al limone"
"695",97069109300,"Big classic"
"696",97069109393,"Big classic"
"697",97069150012,"I Cremonini Spagnola"
"698",97069151439,"i cremosini"
"699",97091050014,"I grandi classici"
"700",97091050052,"Bofrost I grandi Classici Vaniglia Bourbon"
"701",99001198342,"Filetti di sgombro all’olio di olivs"
"702",990422,"Piade sfogliate all'olio bio"
"703",99071004413,"Bcaa 12.000"
"704",20592200877,"Salame salamella dolce"
"705",20592200995,"Salamella Dolce"
"706",20592206886,"Salamella"
